Published Date,Video URL,Channel,Title,Description,
9/21/2015 11:36,https://www.youtube.com/watch?v=fbKATGgqDZc,PowerShell.org,Database Stuff,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 11:36,https://www.youtube.com/watch?v=vOqVasBQZdA,PowerShell.org,Community and PowerShell Achieve More,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 11:38,https://www.youtube.com/watch?v=TmyeGsyN1Fo,PowerShell.org,Deploy Exch2014 with DSC,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 11:44,https://www.youtube.com/watch?v=pNIC70bjBZE,PowerShell.org,Documenting xxIT,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 11:51,https://www.youtube.com/watch?v=m3qmKzun7Ck,PowerShell.org,DSC Real World Experiences,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 12:09,https://www.youtube.com/watch?v=90zjUk0pJ1w,PowerShell.org,Enabling DevOps PowerShell 5,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:54,https://www.youtube.com/watch?v=CKzattgGMEk,PowerShell.org,Essential Skills for a DevOps World,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:55,https://www.youtube.com/watch?v=d7wqwgrWxGE,PowerShell.org,Extending Script Analyzer,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:56,https://www.youtube.com/watch?v=TwVnGDpDLIk,PowerShell.org,From PowerShell to AWS Declarative Cloud,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:56,https://www.youtube.com/watch?v=pe7wzS6F1eU,PowerShell.org,Functions Adv Functions Cmdlets,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:56,https://www.youtube.com/watch?v=y-BCoG1EL4s,PowerShell.org,GitHub,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:57,https://www.youtube.com/watch?v=BF1kxyjCZoE,PowerShell.org,Help Workshop,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:57,https://www.youtube.com/watch?v=FKi_IRQJ3HE,PowerShell.org,Keeping Secrets,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:57,https://www.youtube.com/watch?v=pnGU3qbCW7s,PowerShell.org,Logging PowerShell,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:58,https://www.youtube.com/watch?v=wFxM3ZOOlj4,PowerShell.org,Make the ISE Work for You,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:58,https://www.youtube.com/watch?v=jefhLaJsG3E,PowerShell.org,Man vs Test Lab,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:58,https://www.youtube.com/watch?v=eJwoDZYXf1E,PowerShell.org,Manage IT Pro Computer using PowerShell,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:59,https://www.youtube.com/watch?v=jMsVXsGa4Uk,PowerShell.org,Nano Server,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:59,https://www.youtube.com/watch?v=_C7aRTYwgmE,PowerShell.org,OMI and DAL,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 13:59,https://www.youtube.com/watch?v=6YqCXBVG0FA,PowerShell.org,PowerShell Active Directory,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:00,https://www.youtube.com/watch?v=2MNHmUq11W0,PowerShell.org,PowerShell as a Service,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:00,https://www.youtube.com/watch?v=FoGSpu6wqhM,PowerShell.org,PowerShell Community Jewels,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:00,https://www.youtube.com/watch?v=PESrwpbU15s,PowerShell.org,PowerShell Debugging,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:01,https://www.youtube.com/watch?v=SNKH_kh89E8,PowerShell.org,Protecting Your Environment,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:01,https://www.youtube.com/watch?v=RSW1Lxrssd0,PowerShell.org,Skype for PowerShell,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:02,https://www.youtube.com/watch?v=hAlPwBOZGJU,PowerShell.org,"Snover Windows Server, the DataCenter OS Powered by PowerShell","PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:02,https://www.youtube.com/watch?v=V7y4dg0vFnM,PowerShell.org,Steve Murawski,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:02,https://www.youtube.com/watch?v=7liyba6YEG0,PowerShell.org,Web Automation,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:02,https://www.youtube.com/watch?v=y3-_XBQTpS8,PowerShell.org,What's Up with the DSC Pull Server,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:03,https://www.youtube.com/watch?v=0Jc4qNZabU8,PowerShell.org,Whats New in DSC,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
9/21/2015 14:04,https://www.youtube.com/watch?v=XCfiFN84-jc,PowerShell.org,Zervicepoint,"PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",Summit EU 2015
5/13/2016 3:13,https://www.youtube.com/watch?v=KIsPXCeIlJw,PowerShell Conference EU,"Power Bi, PowerShell and DBA Double Session Rob Sewell Part2","Could you just tell me……….? This may cost 10 seconds of time or it may take several hours but it will definitely stop the current task and impact its completion A SQL DBA will be required to provide a myriad of information in many different ways to many different types of people, answering questions from technical teams, technology teams, other parts of the business as well as directors and external parties. In this session you will learn the why, what and how of automating the gathering, storing and displaying of information enabling self-service and reducing the interruptive calls on your time whilst ensuring that the data is correct and trustworthy. I will also show you how you can use this to enable consistency across your estate. This session will be of benefit to the Accidental DBAs as well as DBAs looking after large estates The majority of the session will concentrate on the way I use PowerShell to gather the information and store it. I will also show you how to enable self-service with natural language query using PowerBi. You will leave the session with all of the tools you need to return to work and convince your boss this is a worthwhile use of your time and to implement this solution to provide a modern way of providing accurate information about your estate",Conf EU 2016
5/13/2016 3:15,https://www.youtube.com/watch?v=VRL4TW2FJAI,,Private video,This video is private.,Conf EU 2016
5/13/2016 4:05,https://www.youtube.com/watch?v=SAH1eH0yNcA,PowerShell Conference EU,PowerShell Directions (Kenneth Hansen MSFT),"In this session, Kenneth outlines the next steps in PowerShell development",Conf EU 2016
5/13/2016 4:45,https://www.youtube.com/watch?v=OxHCvKafGhE,PowerShell Conference EU,Building an Empire with PowerShell (Will Schroeder),"Over the past few years, attackers have started to realize that the same aspects of PowerShell that make it an excellent Windows automation solution also make it an ideal attack platform. The Empire project aims to bring together various offensive projects into a fully-functional malware agent (written purely in PowerShell) that can be used offensively by red teams and used to train blue teams to defend against these types of attacks. Empire implements the ability to control remote machines without needing powershell.exe and includes nearly all the capabilities of a traditional remote access tool (RAT)- credential stealing, keylogging, screenshoting, etc. but allows for faster development and extensibility than traditional compiled malware. We’ll also cover the forensic disk and memory footprints of the agent, and how how teams can detect and stop offensive toolsets like Empire.",Conf EU 2016
5/13/2016 5:11,https://www.youtube.com/watch?v=K1oo6U3KvU0,PowerShell Conference EU,Debugging Deep Dive (Bruce Payette MSFT) Part1,"In this session, we’ll go beyond the GUI and look into the advanced features for debugging PowerShell including remote debugging and runspaces. There’s a lot more to debugging than F9!",Conf EU 2016
5/13/2016 5:26,https://www.youtube.com/watch?v=y5YIYhGlF50,PowerShell Conference EU,Debugging Deep Dive (Bruce Payette MSFT) Part 2,"In this session, we’ll go beyond the GUI and look into the advanced features for debugging PowerShell including remote debugging and runspaces. There’s a lot more to debugging than F9!",Conf EU 2016
5/13/2016 5:43,https://www.youtube.com/watch?v=erwAsXZnQ58,PowerShell Conference EU,Chasing the seconds: Optimizing file enumeration(Oyvind Kallstad),"In this session I will share with you my journey in optimizing a script to enumerate millions of files and folders. I will start by using PowerShell, dive into .NET and end up in the wonderful world of the Win32 API. You will be amazed!",Conf EU 2016
5/13/2016 6:14,https://www.youtube.com/watch?v=f25-cj8mriQ,PowerShell Conference EU,PowerShell Core – why and what? (Jeffrey Snover MSFT),Windows Server 2016 introduces a new edition of Powershell: PowerShell Core. PowerShell Core is a reboot of the PowerShell ecosystem based upon .Net Core. This session explains why we are doing PowerShell Core and what it means to the future of PowerShell.,Conf EU 2016
5/13/2016 6:58,https://www.youtube.com/watch?v=WAFEi2vJdZc,PowerShell Conference EU,Using imperative syntax to create declarative code (Jeff Wouters),"When you start doing cloud in a consistent way, you'll probably end up using something like Azure Resource Manager or CloudFormation, or a solution that leverages this. Be honest, do you actually like writing JSON files? So what if you could use the simplicity and user friendliness of functions and/or cmdlets to generate that declarative JSON code? PowerShell: The power of Developers with the usability Operations needs.",Conf EU 2016
5/13/2016 7:38,https://www.youtube.com/watch?v=x3jPzCmKXII,PowerShell Conference EU,XML is your friend! (Bartek Bielawski),"Working with XML in PowerShell can come in handy in many scenarios. In this session I will show you some tips and tricks that may make you more effective when working with XML as a structured text document. Expect “implicit foreach”, XPath and XSLT on the horizon! I will do my best to make sure that you know how to use them when you get back home.",Conf EU 2016
5/13/2016 8:09,https://www.youtube.com/watch?v=gssAtCeMOoo,PowerShell Conference EU,Test-Driven Development with Pester (June Blender),"Pester is an excellent tool, but its value depends on using it to its fullest potential. It's designed for test-driven development, but few people use it that way. In this Pester deep-dive, June introduces the concept of test-driven development, shows how to implement these concepts in a scalable process, and runs through several real-world scenarios using PowerShell Help as a specification and test generator, and Pester in its most powerful mode as a test-driven development tool. We'll also visit the PowerShell.org Community Build Server and learn how to set up automated continuous Pester testing of open-source projects. You'll leave with a clear sense of the value of this discipline and its benefits for large- and small-scale professional PowerShell development.",Conf EU 2016
5/14/2016 3:30,https://www.youtube.com/watch?v=ry4DLGEyl-Y,PowerShell Conference EU,"CIM, OMI, WMI - Querying and Considerations (Richard Siddaway)","This is the replacement session delivered by Richard Siddaway for Jaap Brasser dealing with CIM, OMI, and WMI. Original abstract: In this session Jaap will discuss some of the different methods of querying remote systems for information as well as the performance and security considerations of each approach. From there on Jaap will show how parallelize queries and how to reduce the workload on both the local as well as the remote system. The session will go beyond querying from there on and show how to manage systems complete with demos.",Conf EU 2016
5/14/2016 4:16,https://www.youtube.com/watch?v=c7TGj6a59ew,PowerShell Conference EU,Objektorientiertes Programmieren mit der PowerShell 5.0 (German) (Holger Schwichtenberg),"Bisher war es doch recht umständlich, objektorientiert in PowerShell-Skripte zu programmieren. In PowerShell 5.0 gibt es nun endlich Klassen. Der Vortrag erläutert die Konzepte der PowerShell-Klassen (Attribute, Methoden, Konstruktoren, Statische Mitglieder und zeigt die praktischen Einsatzgebiete der PowerShell-Klassen auf.",Conf EU 2016
5/14/2016 5:30,https://www.youtube.com/watch?v=KVDGxMCKRzE,PowerShell Conference EU,How to approach a complex script project (Oyvind Kallstad),"In this session we will go through a practical example of how a to plan and execute a large complex scripting project. This is not going to be a correct answer of how to do it, but an example of how it can be solved, that hopefully can give you some tips for similar projects.",Conf EU 2016
5/14/2016 6:02,https://www.youtube.com/watch?v=8bfV7tG47EU,PowerShell Conference EU,Wake-Up Session: PowerShell Modules (German) (Tobias Weltner),"This is a video recording from one of the morning warm-up sessions (German). In this session, Tobias looked at PowerShell modules and how to easily create them with ISESteroids (www.powertheshell.com)",Conf EU 2016
5/14/2016 6:10,https://www.youtube.com/watch?v=k1zHJZflS8Y,PowerShell Conference EU,Deep dive DSC partial configurations and cross-machine synchronization (Ravikanth Chaganti),DSC v1 lacked support for real enterprise scenarios where more than one person or team is responsible for deploying configuration of a system or solution. DSC v2 solves this with the introduction of partial configurations. Partial configurations allow departmental delegation and incremental configuration updates. Cross-machine synchronization along with partial configurations can be used to build complex multi-tier solution infrastructures. This session demonstrates this and dives deep into the features.,Conf EU 2016
5/15/2016 0:02,https://www.youtube.com/watch?v=rQbUxuA0u8k,PowerShell Conference EU,Extending Modern Code Editors with PowerShell (David Wilson MSFT),"Many modern code editors allow you to add new functionality in their native language. What if you’d like to add new functionality but you don’t have time to learn Python, JavaScript, or another language? This session will demonstrate our work to allow you to extend Visual Studio Code and the PowerShell ISE Preview using PowerShell. Come see how you can use your existing module code in a new way!",Conf EU 2016
5/15/2016 5:03,https://www.youtube.com/watch?v=O7OO8YQs5s0,PowerShell Conference EU,DSC Resource Creation/Debugging (Ben Gelens),,Conf EU 2016
5/15/2016 6:01,https://www.youtube.com/watch?v=bJ0-Ph92pZ4,PowerShell Conference EU,Deep Dive Powershell GUIs mit XAML (German) (David das Neves),"In dieser Session zeigt David, wie sich moderne grafische WPF-Benutzeroberflächen in nur wenigen Zeilen Code direkt mit PowerShell erstellen lassen. Dabei wird gezeigt, wie man XAML verwendet, Ressourcen wie Bilder oder Icons lädt, und auf Events wie Button-Klicks reagiert. Ein besonderer Schwerpunkt liegt hier auf sogenannten Bindings, die sehr viel effizienteren PowerShell-Code ermöglichen.",Conf EU 2016
5/15/2016 6:48,https://www.youtube.com/watch?v=51SIh4MrOqA,PowerShell Conference EU,Active Directory Sicherheitskonzepte (German) (Part 1) (Kai Wilke & Waldemar Schmidt),"In der jüngsten Vergangenheit sind unterschiedliche Angriffstechniken auf Active Directory Infrastrukturen publiziert wurden, die die Single-Sign-On (SSO) Mechanismen innerhalb der Windows Plattform angreifen und hierbei die Anmeldedaten von privilegierten Benutzerkonten zunächst auslesen und anschließend innerhalb einer Active Directory Struktur wiederverwenden. In dem ersten Teil des Vortrags werden zum einen die Implikationen der Windows Single-Sign-On Funktionalität dargestellt und anschließend eine Lösung skizziert, wie man durch die Verwendung eines geeignetes Role-Base-Access-Control (RBAC) Modells, die dargestellten Single-Sign-On Implikationen auf einzelne Teilbereiche einer Active Directory Struktur eingrenzen kann. Das in dem Vortrag vorgestellte RBAC Modell unterteilt hierbei eine Active Directory Domäne zunächst in unterschiedliche Sicherheitsbereiche und isoliert über geeignete ACLs und Gruppenrichtlinien die privilegierten Benutzerkonten der jeweiligen Sicherheitsbereiche, so dass die dargestellten Angriffstechniken nicht mehr zwischen unterschiedliche Sicherheitsbereichen verwendet werden können.",Conf EU 2016
5/15/2016 7:11,https://www.youtube.com/watch?v=7T5sqmMHVKU,PowerShell Conference EU,Active Directory Sicherheitskonzepte (German) (Part 2) (Kai Wilke & Waldemar Schmidt),"Da die Konfiguration des dargestellten RBAC-Modell sehr komplex ist, wird in dem zweiten Teil erklärt wie man über die PowerShell die Konfiguration solch komplexer Sicherheitsmechanismen automatisieren und auch prozesssicher machen kann. Mit der PowerShell wird eine Active Directory Organisationsstruktur anhand einer Konfigurationsdatei erstellt. Hinzu kommt die Delegation und Erstellung von AD Gruppen für die Verwaltung der unterschiedlichen Sicherheitsbereiche. Für die Zugriffssteuerung der Sicherheitsbereiche werden automatisiert Gruppenrichtlinien erstellt, verlinkt und bei Bedarf mit WMI Filtern versehen. Mit Hilfe von Windows Presentation Foundation wird eine grafische Oberfläche bereitgestellt, um die Handhabung weiter zu vereinfachen.",Conf EU 2016
5/15/2016 7:40,https://www.youtube.com/watch?v=FryjGPJ_aFY,PowerShell Conference EU,"""I hate PowerShell"" - Top 10 Annoyances (Thorsten Butz)","This session was originally intended to be in German. Since Thorsten caught Jeffreys attention, he decided to deliver the presentation in English.",Conf EU 2016
5/15/2016 8:13,https://www.youtube.com/watch?v=cPjVY0fcQek,PowerShell Conference EU,Making PowerShell useful for your team (Part 1) (Rob Sewell),Come on a journey from The bloke that wrote some scripts to a professional solution for a whole IT team. A session for Powershell beginners and those wishing to improve how their team use PowerShell Each organization requires specific tasks that can be accomplished using PowerShell. I will show you how you can achieve this by demonstrating An easy way to learn the syntax How to explore objects with Powershell and turn your one off scripts into shareable functions How to ensure that your team can easily and quickly make use of and contribute to PowerShell solutions A fast-paced session with ideas and discussion points for you to take back to work,Conf EU 2016
5/15/2016 8:26,https://www.youtube.com/watch?v=P7Dz3I6ud-8,PowerShell Conference EU,Making PowerShell useful for your team (Part 2) (Rob Sewell),Come on a journey from The bloke that wrote some scripts to a professional solution for a whole IT team. A session for Powershell beginners and those wishing to improve how their team use PowerShell Each organization requires specific tasks that can be accomplished using PowerShell. I will show you how you can achieve this by demonstrating An easy way to learn the syntax How to explore objects with Powershell and turn your one off scripts into shareable functions How to ensure that your team can easily and quickly make use of and contribute to PowerShell solutions A fast-paced session with ideas and discussion points for you to take back to work,Conf EU 2016
